date,location,age_group,value_0d,value_1d,value_2d,value_3d,value_4d,value_5d,value_6d,value_7d,value_8d,value_9d,value_10d,value_11d,value_12d,value_13d,value_14d,value_15d,value_16d,value_17d,value_18d,value_19d,value_20d,value_21d,value_22d,value_23d,value_24d,value_25d,value_26d,value_27d,value_28d,value_29d,value_30d,value_31d,value_32d,value_33d,value_34d,value_35d,value_36d,value_37d,value_38d,value_39d,value_40d,value_41d,value_42d,value_43d,value_44d,value_45d,value_46d,value_47d,value_48d,value_49d,value_50d,value_51d,value_52d,value_53d,value_54d,value_55d,value_56d,value_57d,value_58d,value_59d,value_60d,value_61d,value_62d,value_63d,value_64d,value_65d,value_66d,value_67d,value_68d,value_69d,value_70d,value_71d,value_72d,value_73d,value_74d,value_75d,value_76d,value_77d,value_78d,value_79d,value_80d,value_>80d
2021-06-14,DE,00+,12,12,7,0,2,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,DE,00+,41,28,10,6,0,0,0,2,1,1,3,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,DE,00+,34,18,8,9,1,2,4,5,3,0,1,1,2,2,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,DE,00+,36,16,4,6,2,7,5,0,1,2,1,0,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,DE,00+,23,9,4,3,7,6,2,4,4,2,1,1,5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,DE,00+,26,7,3,4,3,3,2,3,2,0,0,0,1,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,DE,00+,16,7,7,2,1,1,3,0,0,2,1,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,DE,00+,4,11,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,DE,00+,24,18,4,5,2,1,0,0,2,2,1,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,DE,00+,32,15,11,2,0,1,2,0,2,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-06-24,DE,00+,34,17,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,DE,00+,21,13,2,0,5,2,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,DE,00+,16,4,3,5,3,0,2,4,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,DE,00+,5,6,5,1,3,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,DE,00+,3,5,2,1,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,DE,00+,20,11,4,0,2,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-06-30,DE,00+,20,17,5,5,0,0,3,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,DE,00+,20,16,7,1,0,5,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,DE,00+,19,14,0,2,2,1,2,2,0,2,1,0,1,0,3,1,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,DE,00+,11,9,1,4,2,2,5,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,DE,00+,2,4,3,1,2,0,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,DE,00+,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-06,DE,00+,24,15,1,1,2,0,0,2,2,4,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,DE,00+,24,17,8,2,1,1,0,1,2,2,1,0,0,2,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,DE,00+,25,13,2,1,0,2,1,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,DE,00+,10,13,1,1,1,1,3,2,2,1,1,5,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,DE,00+,23,11,2,5,7,1,0,0,1,0,2,0,1,2,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,DE,00+,14,4,3,0,2,2,1,1,0,3,6,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,DE,00+,3,3,2,0,0,2,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,DE,00+,21,12,3,4,3,0,1,2,4,3,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,DE,00+,22,12,4,5,0,1,10,2,5,3,0,1,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,DE,00+,28,15,3,3,0,1,3,2,3,2,1,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021-07-16,DE,00+,19,13,0,0,0,4,2,2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,DE,00+,20,7,1,3,10,3,0,4,3,3,2,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,DE,00+,9,6,6,0,4,5,4,0,1,4,0,0,1,1,1,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,DE,00+,3,16,4,4,1,1,2,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,DE,00+,36,19,10,4,2,3,0,3,2,3,0,2,1,1,2,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,DE,00+,28,18,8,4,1,2,3,6,1,5,2,2,3,0,2,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,DE,00+,34,19,2,1,5,2,4,3,7,3,1,0,4,3,3,1,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-07-23,DE,00+,30,12,4,1,10,6,0,2,2,1,2,1,4,0,2,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,DE,00+,31,8,4,9,8,2,5,2,1,1,2,4,1,3,1,0,1,2,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,DE,00+,8,4,14,8,6,5,1,3,0,4,1,2,4,2,0,1,2,2,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,DE,00+,9,6,2,3,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,DE,00+,35,11,6,4,4,1,0,2,2,2,2,0,0,1,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2021-07-28,DE,00+,51,28,25,3,5,2,3,5,5,7,1,0,0,4,5,5,1,1,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-07-29,DE,00+,47,37,9,2,2,3,4,4,4,3,0,2,0,10,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021-07-30,DE,00+,36,20,2,4,11,8,8,3,5,2,0,2,4,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2021-07-31,DE,00+,38,16,3,15,14,7,5,5,0,0,5,0,5,1,6,0,0,3,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
2021-08-01,DE,00+,7,5,5,11,7,5,1,3,1,6,3,3,4,1,1,7,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021-08-02,DE,00+,13,13,8,6,1,3,2,0,0,2,0,2,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2021-08-03,DE,00+,51,43,6,4,4,3,1,6,4,5,5,4,0,4,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2021-08-04,DE,00+,51,43,18,5,6,1,2,8,7,7,6,1,0,4,3,1,3,0,0,0,1,2,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2021-08-05,DE,00+,45,21,6,2,2,11,17,5,7,4,1,0,5,3,0,2,2,0,0,0,1,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2021-08-06,DE,00+,47,31,5,4,20,6,1,9,3,1,0,2,1,5,2,0,0,1,1,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,
2021-08-07,DE,00+,40,15,6,23,14,13,8,9,0,1,3,3,2,0,1,1,0,1,2,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-08-08,DE,00+,13,14,27,14,7,7,0,0,0,7,1,4,2,1,0,1,2,5,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
2021-08-09,DE,00+,14,23,11,3,1,1,0,0,0,1,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
2021-08-10,DE,00+,78,43,23,11,5,1,0,5,2,2,1,4,0,0,4,2,4,3,0,1,2,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2021-08-11,DE,00+,80,53,17,15,7,3,14,12,13,13,6,0,1,4,9,5,1,2,0,0,3,2,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
2021-08-12,DE,00+,89,48,28,8,1,14,13,13,10,12,1,0,1,4,7,6,1,1,1,1,4,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-08-13,DE,00+,86,44,9,3,27,13,7,11,4,0,2,10,7,10,4,4,2,0,3,4,3,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,
2021-08-14,DE,00+,79,36,7,16,19,13,8,8,3,2,7,9,6,4,7,1,0,4,0,0,0,1,0,0,2,1,1,0,1,0,0,3,1,0,0,1,0,0,0,18,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2021-08-15,DE,00+,22,24,35,18,10,4,7,5,3,11,7,5,3,4,0,1,1,3,1,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,2,4,8,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
2021-08-16,DE,00+,23,32,22,10,8,2,1,2,4,5,1,2,3,0,0,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,DE,00+,96,85,30,18,10,3,1,10,17,8,8,5,0,2,7,2,1,2,1,1,1,2,0,2,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,DE,00+,92,86,23,18,4,2,33,22,19,15,12,3,2,9,13,7,4,1,2,0,3,1,2,1,1,1,1,0,1,0,2,0,0,0,1,0,2,3,0,1,15,1,1,4,1,1,0,0,1,2,1,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19,DE,00+,84,87,27,4,3,20,21,11,16,9,3,1,12,19,4,14,2,0,1,0,4,4,2,2,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,7,2,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20,DE,00+,98,61,12,8,27,20,18,22,12,3,1,11,11,4,12,5,2,1,3,2,2,3,2,1,0,2,1,3,0,0,0,0,1,0,0,0,1,2,0,3,4,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,DE,00+,69,43,16,31,26,16,17,20,11,7,16,15,3,5,4,0,0,3,4,4,3,2,0,1,0,4,2,0,1,0,0,0,1,1,1,1,0,0,1,2,7,2,1,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-22,DE,00+,45,15,37,27,8,19,16,4,3,9,7,8,12,2,3,1,3,5,2,2,2,0,1,1,3,2,2,0,0,0,0,1,1,0,1,0,1,0,1,5,9,5,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,DE,00+,28,41,21,18,19,5,2,1,9,6,3,10,3,2,3,0,6,1,0,4,0,0,0,0,1,2,1,0,0,0,2,0,1,0,1,0,0,2,1,0,2,1,5,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,DE,00+,136,85,38,30,16,7,7,22,27,9,8,2,3,0,9,4,9,5,5,1,1,2,2,1,3,4,0,1,1,2,2,2,2,1,0,0,1,1,3,3,0,0,2,5,0,1,1,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25,DE,00+,128,105,48,34,8,8,30,31,15,28,19,2,1,12,14,14,8,10,1,0,6,4,7,4,1,0,1,0,1,6,3,3,0,2,3,2,1,0,2,0,0,2,9,12,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26,DE,00+,122,75,63,16,5,28,39,27,30,14,4,2,18,26,12,10,3,0,5,5,4,0,0,1,0,0,2,3,3,1,0,0,0,0,4,0,2,4,1,0,2,1,2,2,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27,DE,00+,108,88,23,10,28,30,21,22,20,5,2,15,16,20,10,4,0,1,7,3,3,1,4,1,0,1,0,6,2,3,0,0,0,1,0,0,3,0,0,1,2,0,0,3,4,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,DE,00+,103,38,20,44,43,20,22,22,7,2,21,15,18,3,12,3,2,2,4,2,4,4,1,0,3,3,4,7,4,0,1,0,4,2,0,1,0,0,0,1,1,0,2,0,0,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29,DE,00+,40,24,57,35,9,19,11,10,8,15,26,16,7,8,3,1,5,7,4,11,3,2,1,2,1,3,5,2,0,1,1,4,5,2,4,0,0,2,4,0,0,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,DE,00+,36,44,40,14,12,7,2,1,6,9,5,5,6,1,0,6,4,4,1,0,1,0,1,1,1,2,1,0,0,0,2,2,0,4,0,0,0,0,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,DE,00+,125,98,40,30,16,10,2,18,19,11,8,2,3,5,10,4,5,1,1,1,0,1,2,2,1,1,0,0,4,1,2,3,2,0,0,3,3,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,DE,00+,124,87,66,19,15,7,31,42,37,15,19,6,8,21,12,14,9,0,0,3,5,3,2,5,6,2,2,1,2,5,4,8,1,0,10,3,3,4,3,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02,DE,00+,94,108,36,13,3,29,41,35,26,14,7,8,18,17,11,6,7,0,2,4,4,8,5,2,0,0,4,3,1,6,0,1,0,4,3,1,2,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
